MTgenes,G2Mgenes,Sgenes,RMgenes
,,,AMEX60DDU001003620::MSTRG.758
,,,AMEX60DDU001003603::MSTRG.760
,,,AMEX60DDU001003604::MSTRG.761
,,,AMEX60DDU001003605::MSTRG.762
,,,AMEX60DDU001003627::MSTRG.763
,,,AMEX60DDU001003628::MSTRG.764
,,,AMEX60DDU001003631::MSTRG.766
,,,AMEX60DDU001003632::MSTRG.767
,,,AMEX60DDU001003634::MSTRG.769
,,,AMEX60DDU001003637::MSTRG.771
,,,AMEX60DDU001003648::MSTRG.772
,,,MSTRG.773
,,,AMEX60DDU001003654::MSTRG.776
,,,AMEX60DDU001003704::MSTRG.781
,,,AMEX60DDU001003719::MSTRG.782
,,,AMEX60DDU001003738::MSTRG.783
,,,AMEX60DDU001003739::MSTRG.784
,,,AMEX60DDU001003741::MSTRG.786
,,,AMEX60DDU001003786::MSTRG.789
,,,AMEX60DDU001003796::MSTRG.792
,,,AMEX60DDU001003797::MSTRG.793
,,,AMEX60DDU001003800::MSTRG.795
,,,AMEX60DDU001003835::MSTRG.798
,,,AMEX60DDU001003845::MSTRG.801
,,,AMEX60DDU001003846::MSTRG.802
,,,AMEX60DDU001003848::MSTRG.804
,,,AMEX60DDU001003849::MSTRG.805
,,,AMEX60DDU001003850::MSTRG.806
,,,AMEX60DDU001003853::MSTRG.809
,,,AMEX60DDU001003855::MSTRG.811
,,,AMEX60DDU001003859::MSTRG.814
,,,AMEX60DDU001003860::MSTRG.815
,,,AMEX60DDU001003862::MSTRG.817
,,,AMEX60DDU001003864::MSTRG.819
,,,AMEX60DDU001003873::MSTRG.822
,,,MSTRG.825
,,,MSTRG.827
,,,AMEX60DDU001003895::MSTRG.829
,,,AMEX60DDU001003897::MSTRG.831
,,,AMEX60DDU001003899::MSTRG.833
,,,AMEX60DDU001003901::MSTRG.835
,,,AMEX60DDU001003902::MSTRG.836
,,,AMEX60DDU001003903::MSTRG.837
,,,AMEX60DDU001003904::MSTRG.838
,,,AMEX60DDU001003905::MSTRG.839
,,,AMEX60DDU001003906::MSTRG.840
,,,AMEX60DDU001003908::MSTRG.842
,,,AMEX60DDU001003909::MSTRG.843
,,,MSTRG.844
,,,AMEX60DDU001004019::MSTRG.846
,,,AMEX60DDU001004023::MSTRG.850
,,,AMEX60DDU001004024::MSTRG.851
,,,AMEX60DDU001004025::MSTRG.852
,,,AMEX60DDU001004026::MSTRG.853
,,,AMEX60DDU001004027::MSTRG.854
,,,AMEX60DDU001004029::MSTRG.856
,,,AMEX60DDU001004031::MSTRG.858
,,,AMEX60DDU001004032::MSTRG.859
,,,AMEX60DDU001004033::MSTRG.860
,,,AMEX60DDU001004068::MSTRG.866
,,,AMEX60DDU001004084::MSTRG.868
,,,MSTRG.871
,,,AMEX60DDU001004103::MSTRG.872
,,,AMEX60DDU001004104::MSTRG.873
,,,AMEX60DDU001004153::MSTRG.877
,,,AMEX60DDU001004163::MSTRG.879
,,,AMEX60DDU001004171::MSTRG.884
,,,AMEX60DDU001004172::MSTRG.885
,,,AMEX60DDU001004173::MSTRG.886
,,,AMEX60DDU001004174::MSTRG.887
,,,AMEX60DDU001004175::MSTRG.888
,,,AMEX60DDU001004206::MSTRG.889
,,,MSTRG.891
,,,AMEX60DDU001004306::MSTRG.892
,,,AMEX60DDU001004368::MSTRG.893
,,,AMEX60DDU001004370::MSTRG.895
,,,AMEX60DDU001004375::MSTRG.899
,,,AMEX60DDU001004510::MSTRG.907
,,,AMEX60DDU001004511::MSTRG.908
,,,AMEX60DDU001004512::MSTRG.909
,,,AMEX60DDU001004513::MSTRG.910
,,,AMEX60DDU001004514::MSTRG.911
,,,AMEX60DDU001004526::MSTRG.915
,,,AMEX60DDU001004527::MSTRG.916
,,,AMEX60DDU001004529::MSTRG.918
,,,AMEX60DDU001004530::MSTRG.919
,,,AMEX60DDU001004531::MSTRG.920
,,,MSTRG.921
,,,AMEX60DDU001004543::MSTRG.925
,,,AMEX60DDU001004544::MSTRG.926
,,,AMEX60DDU001004545::MSTRG.927
,,,RPS20::AMEX60DDU001004626::MSTRG.931
,,,AMEX60DDU001004627::MSTRG.932
,,,AMEX60DDU001004628::MSTRG.933
,,,AMEX60DDU001004655::MSTRG.934
,,,AMEX60DDU001004699::MSTRG.939
,,,AMEX60DDU001004700::MSTRG.940
,,,AMEX60DDU001004701::MSTRG.941
,,,AMEX60DDU001004702::MSTRG.942
,,,RTL1::AMEX60DDU001004704::MSTRG.944
,,,AMEX60DDU001004705::MSTRG.945
,,,MSTRG.946
,,,AMEX60DDU001004706::MSTRG.947
,,,AMEX60DDU001004709::MSTRG.950
,,,AMEX60DDU001004710::MSTRG.951
,,,AMEX60DDU001004711::MSTRG.952
,,,AMEX60DDU001004713::MSTRG.953
,,,AMEX60DDU001004734::MSTRG.956
,,,AMEX60DDU001004742::MSTRG.958
,,,MSTRG.959
,,,AMEX60DDU001004749::MSTRG.961
,,,AMEX60DDU001004752::MSTRG.963
,,,AMEX60DDU001004761::MSTRG.965
,,,AMEX60DDU001004764::MSTRG.968
,,,AMEX60DDU001004765::MSTRG.969
,,,AMEX60DDU001004782::MSTRG.971
,,,AMEX60DDU001004785::MSTRG.974
,,,AMEX60DDU001004786::MSTRG.975
,,,AMEX60DDU001004787::MSTRG.976
,,,AMEX60DDU001004789::MSTRG.978
,,,AMEX60DDU001004790::MSTRG.979
,,,AMEX60DDU001004791::MSTRG.980
,,,AMEX60DDU001004792::MSTRG.981
,,,AMEX60DDU001004849::MSTRG.984
,,,AMEX60DDU001004851::MSTRG.986
,,,MSTRG.987
,,,AMEX60DDU001004855::MSTRG.988
,,,AMEX60DDU001004856::MSTRG.989
,,,AMEX60DDU001004873::MSTRG.993
,,,AMEX60DDU001004874::MSTRG.994
,,,AMEX60DDU001004875::MSTRG.995
,,,AMEX60DDU001004893::MSTRG.998
,,,AMEX60DDU001004894::MSTRG.999
,,,AMEX60DDU001004895::MSTRG.1000
,,,AMEX60DDU001004896::MSTRG.1001
,,,MSTRG.1002
,,,AMEX60DDU001004897::MSTRG.1003
,,,MSTRG.1005
,,,AMEX60DDU001004930::MSTRG.1007
,,,AMEX60DDU001004944::MSTRG.1008
,,,AMEX60DDU001005007::MSTRG.1014
,,,AMEX60DDU001005008::MSTRG.1015
,,,AMEX60DDU001005009::MSTRG.1016
,,,AMEX60DDU001005010::MSTRG.1017
,,,AMEX60DDU001005012::MSTRG.1019
,,,AMEX60DDU001005028::MSTRG.1023
,,,AMEX60DDU001005033::MSTRG.1024
,,,AMEX60DDU001005032::MSTRG.1026
,,,AMEX60DDU001005035::MSTRG.1028
,,,AMEX60DDU001005036::MSTRG.1029
,,,AMEX60DDU001005067::MSTRG.1030
,,,MSTRG.1031
,,,AMEX60DDU001005068::MSTRG.1032
,,,AMEX60DDU001005069::MSTRG.1033
,,,AMEX60DDU001005070::MSTRG.1034
,,,MSTRG.1035
,,,AMEX60DDU001005072::MSTRG.1037
,,,AMEX60DDU001005077::MSTRG.1039
,,,AMEX60DDU001005097::MSTRG.1041
,,,AMEX60DDU001005096::MSTRG.1042
,,,AMEX60DDU001005098::MSTRG.1043
,,,AMEX60DDU001005113::MSTRG.1045
,,,AMEX60DDU001005114::MSTRG.1046
,,,AMEX60DDU001005118::MSTRG.1049
,,,AMEX60DDU001005119::MSTRG.1050
,,,AMEX60DDU001005137::MSTRG.1051
,,,AMEX60DDU001005138::MSTRG.1052
,,,MSTRG.1053
,,,MSTRG.1055
,,,AMEX60DDU001005149::MSTRG.1058
,,,AMEX60DDU001005151::MSTRG.1061
,,,AMEX60DDU001005152::MSTRG.1062
,,,AMEX60DDU001005155::MSTRG.1064
,,,MSTRG.1066
,,,AMEX60DDU001005190::MSTRG.1068
,,,AMEX60DDU001005191::MSTRG.1069
,,,AMEX60DDU001005193::MSTRG.1071
,,,AMEX60DDU001005221::MSTRG.1075
,,,AMEX60DDU001005225::MSTRG.1079
,,,AMEX60DDU001005226::MSTRG.1080
,,,AMEX60DDU001005228::MSTRG.1081
,,,AMEX60DDU001005232::MSTRG.1082
,,,MSTRG.1083
,,,AMEX60DDU001005233::MSTRG.1084
,,,AMEX60DDU001005236::MSTRG.1086
,,,AMEX60DDU001005253::MSTRG.1088
,,,L1TD1-LIKE::AMEX60DDU001005260::MSTRG.1090
,,,AMEX60DDU001005261::MSTRG.1091
,,,AMEX60DDU001005332::MSTRG.1094
,,,AMEX60DDU001005333::MSTRG.1095
,,,AMEX60DDU001005334::MSTRG.1096
,,,AMEX60DDU001005399::MSTRG.1100
,,,AMEX60DDU001005427::MSTRG.1102
,,,AMEX60DDU001005439::MSTRG.1104
,,,AMEX60DDU001005443::MSTRG.1105
,,,AMEX60DDU001005444::MSTRG.1106
,,,AMEX60DDU001005464::MSTRG.1109
,,,MSTRG.1110
,,,AMEX60DDU001005465::MSTRG.1111
,,,MSTRG.1113
,,,MSTRG.1114
,,,AMEX60DDU001005493::MSTRG.1118
,,,AMEX60DDU001005494::MSTRG.1119
,,,AMEX60DDU001005495::MSTRG.1120
,,,AMEX60DDU001005501::MSTRG.1123
,,,AMEX60DDU001005503::MSTRG.1125
,,,AMEX60DDU001005504::MSTRG.1126
,,,AMEX60DDU001005506::MSTRG.1128
,,,AMEX60DDU001005507::MSTRG.1129
,,,AMEX60DDU001005515::MSTRG.1133
,,,AMEX60DDU001005516::MSTRG.1134
,,,AMEX60DDU001005573::MSTRG.1136
,,,AMEX60DDU001005654::MSTRG.1143
,,,AMEX60DDU001005640::MSTRG.1145
,,,AMEX60DDU001005642::MSTRG.1147
,,,MSTRG.1151
,,,AMEX60DDU001005724::MSTRG.1152
,,,AMEX60DDU001005724::MSTRG.1153
,,,AMEX60DDU001005766::MSTRG.1155
,,,AMEX60DDU001005767::MSTRG.1156
,,,AMEX60DDU001005768::MSTRG.1157
,,,AMEX60DDU001005769::MSTRG.1158
,,,MSTRG.1160
,,,MSTRG.1161
,,,AMEX60DDU001005792::MSTRG.1162
,,,AMEX60DDU001005817::MSTRG.1164
,,,AMEX60DDU001005827::MSTRG.1166
,,,AMEX60DDU001005847::MSTRG.1168
,,,AMEX60DDU001005856::MSTRG.1171
,,,AMEX60DDU001005857::MSTRG.1172
,,,AMEX60DDU001005858::MSTRG.1173
,,,MSTRG.1174
,,,MSTRG.1175
,,,MSTRG.1176
,,,AMEX60DDU001005869::MSTRG.1179
,,,AMEX60DDU001005885::MSTRG.1181
,,,AMEX60DDU001005886::MSTRG.1182
,,,AMEX60DDU001005919::MSTRG.1184
,,,AMEX60DDU001005921::MSTRG.1186
,,,AMEX60DDU001005922::MSTRG.1187
,,,AMEX60DDU001005923::MSTRG.1188
,,,RPS27A::AMEX60DDU001005929::MSTRG.1189
,,,AMEX60DDU001006082::MSTRG.1193
,,,AMEX60DDU001006083::MSTRG.1194
,,,MSTRG.1196
,,,AMEX60DDU001006085::MSTRG.1197
,,,AMEX60DDU001006153::MSTRG.1200
,,,AMEX60DDU001006154::MSTRG.1201
,,,AMEX60DDU001006158::MSTRG.1204
,,,AMEX60DDU001006159::MSTRG.1205
,,,MSTRG.1206
,,,AMEX60DDU001006225::MSTRG.1207
,,,AMEX60DDU001006278::MSTRG.1208
,,,AMEX60DDU001006279::MSTRG.1209
,,,AMEX60DDU001006281::MSTRG.1211
,,,AMEX60DDU001006282::MSTRG.1212
,,,AMEX60DDU001006283::MSTRG.1213
,,,AMEX60DDU001006284::MSTRG.1214
,,,AMEX60DDU001006388::MSTRG.1217
,,,AMEX60DDU001006402::MSTRG.1219
,,,MSTRG.1220
,,,AMEX60DDU001006422::MSTRG.1223
,,,AMEX60DDU001006458::MSTRG.1226
,,,AMEX60DDU001006459::MSTRG.1227
,,,AMEX60DDU001006484::MSTRG.1233
,,,AMEX60DDU001006485::MSTRG.1234
,,,AMEX60DDU001006486::MSTRG.1235
,,,AMEX60DDU001006489::MSTRG.1238
,,,AMEX60DDU001006490::MSTRG.1239
,,,AMEX60DDU001006491::MSTRG.1240
,,,MSTRG.1244
,,,AMEX60DDU001006507::MSTRG.1245
,,,AMEX60DDU001006527::MSTRG.1247
,,,AMEX60DDU001006528::MSTRG.1248
,,,MSTRG.1249
,,,AMEX60DDU001006545::MSTRG.1250
,,,AMEX60DDU001006628::MSTRG.1255
,,,AMEX60DDU001006629::MSTRG.1256
,,,AMEX60DDU001006630::MSTRG.1257
,,,AMEX60DDU001006676::MSTRG.1264
,,,MSTRG.1265
,,,MSTRG.1267
,,,AMEX60DDU001006725::MSTRG.1268
,,,MSTRG.1271
,,,AMEX60DDU001006782::MSTRG.1274
,,,AMEX60DDU001006783::MSTRG.1275
,,,AMEX60DDU001006784::MSTRG.1276
,,,AMEX60DDU001006785::MSTRG.1277
,,,AMEX60DDU001006786::MSTRG.1278
,,,AMEX60DDU001006852::MSTRG.1282
,,,AMEX60DDU001006858::MSTRG.1283
,,,AMEX60DDU001006918::MSTRG.1285
,,,MSTRG.1288
,,,AMEX60DDU001006934::MSTRG.1290
,,,MSTRG.1292
,,,AMEX60DDU001006965::MSTRG.1295
,,,AMEX60DDU001006978::MSTRG.1298
,,,AMEX60DDU001006979::MSTRG.1299
,,,AMEX60DDU001006980::MSTRG.1300
,,,AMEX60DDU001007064::MSTRG.1307
,,,AMEX60DDU001007065::MSTRG.1308
,,,AMEX60DDU001007066::MSTRG.1309
,,,AMEX60DDU001007073::MSTRG.1310
,,,MSTRG.1311
,,,AMEX60DDU001007093::MSTRG.1314
,,,AMEX60DDU001007090::MSTRG.1316
,,,AMEX60DDU001007091::MSTRG.1317
,,,AMEX60DDU001007096::MSTRG.1319
,,,AMEX60DDU001007097::MSTRG.1320
,,,AMEX60DDU001007099::MSTRG.1322
,,,AMEX60DDU001007116::MSTRG.1323
,,,MSTRG.1325
,,,AMEX60DDU001007134::MSTRG.1326
,,,AMEX60DDU001007135::MSTRG.1327
,,,AMEX60DDU001007154::MSTRG.1331
,,,AMEX60DDU001007156::MSTRG.1333
,,,AMEX60DDU001007157::MSTRG.1334
,,,AMEX60DDU001007175::MSTRG.1338
,,,AMEX60DDU001007178::MSTRG.1341
,,,AMEX60DDU001007179::MSTRG.1342
,,,AMEX60DDU001007180::MSTRG.1343
,,,AMEX60DDU001007198::MSTRG.1344
,,,AMEX60DDU001007201::MSTRG.1347
,,,AMEX60DDU001007209::MSTRG.1349
,,,MSTRG.1354
,,,AMEX60DDU001007235::MSTRG.1355
,,,AMEX60DDU001007248::MSTRG.1356
,,,MSTRG.1362
,,,AMEX60DDU001007318::MSTRG.1365
,,,AMEX60DDU001007320::MSTRG.1367
,,,AMEX60DDU001007352::MSTRG.1370
,,,AMEX60DDU001007386::MSTRG.1374
,,,AMEX60DDU001007407::MSTRG.1375
,,,AMEX60DDU001007445::MSTRG.1377
,,,MSTRG.1379
,,,AMEX60DDU001007488::MSTRG.1382
,,,AMEX60DDU001007489::MSTRG.1383
,,,AMEX60DDU001007512::MSTRG.1387
,,,MSTRG.1388
,,,AMEX60DDU001007513::MSTRG.1389
,,,AMEX60DDU001007514::MSTRG.1390
,,,AMEX60DDU001007516::MSTRG.1392
,,,MSTRG.1399
,,,AMEX60DDU001007560::MSTRG.1401
,,,AMEX60DDU001007561::MSTRG.1402
,,,AMEX60DDU001007592::MSTRG.1403
,,,AMEX60DDU001007641::MSTRG.1406
,,,AMEX60DDU001007645::MSTRG.1407
,,,AMEX60DDU001007646::MSTRG.1408
,,,AMEX60DDU001007647::MSTRG.1409
,,,MSTRG.1411
,,,AMEX60DDU001007727::MSTRG.1412
,,,AMEX60DDU001007733::MSTRG.1413
,,,AMEX60DDU001007750::MSTRG.1416
,,,AMEX60DDU001007792::MSTRG.1418
,,,MSTRG.1419
,,,MSTRG.1420
,,,AMEX60DDU001007805::MSTRG.1422
,,,MSTRG.1423
,,,AMEX60DDU001007838::MSTRG.1426
,,,AMEX60DDU001007839::MSTRG.1427
,,,AMEX60DDU001007871::MSTRG.1429
,,,AMEX60DDU001007872::MSTRG.1430
,,,AMEX60DDU001007874::MSTRG.1432
,,,AMEX60DDU001007875::MSTRG.1433
,,,AMEX60DDU001007876::MSTRG.1434
,,,AMEX60DDU001007877::MSTRG.1435
,,,AMEX60DDU001007878::MSTRG.1436
,,,MSTRG.1437
,,,AMEX60DDU001007900::MSTRG.1441
,,,AMEX60DDU001007901::MSTRG.1442
,,,AMEX60DDU001007906::MSTRG.1445
,,,AMEX60DDU001007907::MSTRG.1446
,,,L1TD1-LIKE::AMEX60DDU001007989::MSTRG.1452
,,,AMEX60DDU001007992::MSTRG.1455
,,,AMEX60DDU001007994::MSTRG.1456
,,,AMEX60DDU001007999::MSTRG.1457
,,,MSTRG.1458
,,,AMEX60DDU001008003::MSTRG.1460
,,,AMEX60DDU001008014::MSTRG.1464
,,,AMEX60DDU001008018::MSTRG.1466
,,,MSTRG.1468
,,,AMEX60DDU001008036::MSTRG.1469
,,,MSTRG.1472
,,,AMEX60DDU001008090::MSTRG.1473
,,,AMEX60DDU001008104::MSTRG.1474
,,,AMEX60DDU001008098::MSTRG.1478
,,,AMEX60DDU001008099::MSTRG.1479
,,,AMEX60DDU001008106::MSTRG.1481
,,,RTL1::AMEX60DDU001008141::MSTRG.1486
,,,AMEX60DDU001008148::MSTRG.1489
,,,AMEX60DDU001008149::MSTRG.1490
,,,AMEX60DDU001008150::MSTRG.1491
,,,AMEX60DDU001008168::MSTRG.1492
,,,AMEX60DDU001008180::MSTRG.1493
,,,AMEX60DDU001008181::MSTRG.1494
,,,AMEX60DDU001008183::MSTRG.1496
,,,AMEX60DDU001008185::MSTRG.1498
,,,MSTRG.1500
,,,AMEX60DDU001008227::MSTRG.1509
,,,AMEX60DDU001008228::MSTRG.1510
,,,AMEX60DDU001008232::MSTRG.1512
,,,AMEX60DDU001008255::MSTRG.1518
,,,AMEX60DDU001008304::MSTRG.1520
,,,MSTRG.1521
,,,MSTRG.1522
,,,AMEX60DDU001008372::MSTRG.1523
,,,AMEX60DDU001008392::MSTRG.1525
,,,AMEX60DDU001008387::MSTRG.1528
,,,AMEX60DDU001008388::MSTRG.1529
,,,AMEX60DDU001008425::MSTRG.1530
,,,MSTRG.1532
,,,AMEX60DDU001008498::MSTRG.1533
,,,AMEX60DDU001008518::MSTRG.1536
,,,AMEX60DDU001008519::MSTRG.1537
,,,AMEX60DDU001008520::MSTRG.1538
,,,AMEX60DDU001008521::MSTRG.1539
,,,AMEX60DDU001008523::MSTRG.1541
,,,AMEX60DDU001008524::MSTRG.1542
,,,AMEX60DDU001008535::MSTRG.1543
,,,AMEX60DDU001008536::MSTRG.1544
,,,AMEX60DDU001008556::MSTRG.1547
,,,AMEX60DDU001008567::MSTRG.1548
,,,AMEX60DDU001008567::MSTRG.1549
,,,AMEX60DDU001008558::MSTRG.1551
,,,AMEX60DDU001008559::MSTRG.1552
,,,AMEX60DDU001008595::MSTRG.1553
,,,AMEX60DDU001008615::MSTRG.1555
,,,MSTRG.1556
,,,AMEX60DDU001008677::MSTRG.1560
,,,AMEX60DDU001008729::MSTRG.1563
,,,AMEX60DDU001008730::MSTRG.1564
,,,AMEX60DDU001008731::MSTRG.1565
,,,AMEX60DDU001008737::MSTRG.1571
,,,AMEX60DDU001008738::MSTRG.1572
,,,AMEX60DDU001008739::MSTRG.1573
,,,AMEX60DDU001008740::MSTRG.1574
,,,AMEX60DDU001008758::MSTRG.1576
,,,AMEX60DDU001008759::MSTRG.1577
,,,AMEX60DDU001008761::MSTRG.1579
,,,AMEX60DDU001008762::MSTRG.1580
,,,AMEX60DDU001008763::MSTRG.1581
,,,AMEX60DDU001008765::MSTRG.1583
,,,AMEX60DDU001008766::MSTRG.1584
,,,AMEX60DDU001008771::MSTRG.1586
,,,AMEX60DDU001008790::MSTRG.1588
,,,AMEX60DDU001008797::MSTRG.1589
,,,MSTRG.1590
,,,AMEX60DDU001008808::MSTRG.1595
,,,AMEX60DDU001008811::MSTRG.1598
,,,AMEX60DDU001008820::MSTRG.1600
,,,AMEX60DDU001008823::MSTRG.1601
,,,AMEX60DDU001008825::MSTRG.1603
,,,AMEX60DDU001008826::MSTRG.1604
,,,AMEX60DDU001008936::MSTRG.1608
,,,AMEX60DDU001008939::MSTRG.1610
,,,AMEX60DDU001008940::MSTRG.1611
,,,AMEX60DDU001008942::MSTRG.1613
,,,AMEX60DDU001008943::MSTRG.1614
,,,AMEX60DDU001008944::MSTRG.1615
,,,AMEX60DDU001008953::MSTRG.1617
,,,AMEX60DDU001008954::MSTRG.1618
,,,AMEX60DDU001008986::MSTRG.1620
,,,AMEX60DDU001009028::MSTRG.1622
,,,MSTRG.1623
,,,AMEX60DDU001009038::MSTRG.1625
,,,AMEX60DDU001009039::MSTRG.1626
,,,AMEX60DDU001009040::MSTRG.1627
,,,AMEX60DDU001009041::MSTRG.1628
,,,AMEX60DDU001009042::MSTRG.1629
,,,AMEX60DDU001009044::MSTRG.1631
,,,AMEX60DDU001009045::MSTRG.1632
,,,AMEX60DDU001009047::MSTRG.1634
,,,AMEX60DDU001009051::MSTRG.1635
,,,AMEX60DDU001009100::MSTRG.1638
,,,AMEX60DDU001009134::MSTRG.1643
,,,AMEX60DDU001009146::MSTRG.1645
,,,AMEX60DDU001009150::MSTRG.1647
,,,AMEX60DDU001009155::MSTRG.1649
,,,AMEX60DDU001009202::MSTRG.1650
,,,MSTRG.1651
,,,MSTRG.1652
,,,AMEX60DDU001009216::MSTRG.1654
,,,AMEX60DDU001009217::MSTRG.1655
,,,AMEX60DDU001009234::MSTRG.1657
,,,MSTRG.1662
,,,AMEX60DDU001009310::MSTRG.1667
,,,AMEX60DDU001009331::MSTRG.1669
,,,MSTRG.1670
,,,MSTRG.1671
,,,AMEX60DDU001009359::MSTRG.1673
,,,AMEX60DDU001009360::MSTRG.1674
,,,AMEX60DDU001009379::MSTRG.1675
,,,AMEX60DDU001009380::MSTRG.1676
,,,AMEX60DDU001009381::MSTRG.1677
,,,AMEX60DDU001009382::MSTRG.1678
,,,AMEX60DDU001009377::MSTRG.1681
,,,AMEX60DDU001009389::MSTRG.1683
,,,AMEX60DDU001009399::MSTRG.1687
,,,AMEX60DDU001009440::MSTRG.1689
,,,AMEX60DDU001009441::MSTRG.1690
,,,AMEX60DDU001009453::MSTRG.1692
,,,AMEX60DDU001009455::MSTRG.1693
,,,AMEX60DDU001009456::MSTRG.1694
,,,AMEX60DDU001009498::MSTRG.1697
,,,AMEX60DDU001009499::MSTRG.1698
,,,AMEX60DDU001009501::MSTRG.1700
,,,AMEX60DDU001009505::MSTRG.1702
,,,AMEX60DDU001009506::MSTRG.1703
,,,AMEX60DDU001009509::MSTRG.1705
,,,AMEX60DDU001009510::MSTRG.1706
,,,AMEX60DDU001009514::MSTRG.1708
,,,AMEX60DDU001009521::MSTRG.1710
,,,AMEX60DDU001009527::MSTRG.1712
,,,AMEX60DDU001009529::MSTRG.1714
,,,AMEX60DDU001009539::MSTRG.1716
,,,AMEX60DDU001009540::MSTRG.1717
,,,AMEX60DDU001009542::MSTRG.1719
,,,AMEX60DDU001009545::MSTRG.1722
,,,AMEX60DDU001009546::MSTRG.1723
,,,AMEX60DDU001009548::MSTRG.1725
,,,RPL36A::AMEX60DDU001009570::MSTRG.1727
,,,AMEX60DDU001009649::MSTRG.1732
,,,AMEX60DDU001009658::MSTRG.1737
,,,AMEX60DDU001009659::MSTRG.1738
,,,AMEX60DDU001009664::MSTRG.1740
,,,AMEX60DDU001009665::MSTRG.1741
,,,AMEX60DDU001009674::MSTRG.1743
,,,AMEX60DDU001009679::MSTRG.1744
,,,AMEX60DDU001009680::MSTRG.1745
,,,AMEX60DDU001009683::MSTRG.1748
,,,MSTRG.1755
,,,AMEX60DDU001009838::MSTRG.1757
,,,AMEX60DDU001009839::MSTRG.1758
,,,AMEX60DDU001009840::MSTRG.1759
,,,AMEX60DDU001009841::MSTRG.1760
,,,AMEX60DDU001009842::MSTRG.1761
,,,AMEX60DDU001009845::MSTRG.1764
,,,AMEX60DDU001009864::MSTRG.1767
,,,AMEX60DDU001009873::MSTRG.1769
,,,AMEX60DDU001009874::MSTRG.1770
,,,AMEX60DDU001009875::MSTRG.1771
,,,AMEX60DDU001009876::MSTRG.1772
,,,AMEX60DDU001009878::MSTRG.1774
,,,AMEX60DDU001009891::MSTRG.1776
,,,AMEX60DDU001009892::MSTRG.1777
,,,AMEX60DDU001009896::MSTRG.1781
,,,AMEX60DDU001009897::MSTRG.1782
,,,AMEX60DDU001009906::MSTRG.1786
,,,AMEX60DDU001009924::MSTRG.1787
,,,AMEX60DDU001009925::MSTRG.1788
,,,AMEX60DDU001009926::MSTRG.1789
,,,MSTRG.1790
,,,AMEX60DDU001009927::MSTRG.1791
,,,AMEX60DDU001009928::MSTRG.1792
,,,AMEX60DDU001009950::MSTRG.1793
,,,AMEX60DDU001009961::MSTRG.1794
,,,AMEX60DDU001009975::MSTRG.1795
,,,AMEX60DDU001009988::MSTRG.1799
,,,AMEX60DDU001010017::MSTRG.1801
,,,MSTRG.1804
,,,AMEX60DDU001010049::MSTRG.1805
,,,AMEX60DDU001010049::MSTRG.1806
,,,AMEX60DDU001010068::MSTRG.1807
,,,MSTRG.1808
,,,AMEX60DDU001010077::MSTRG.1810
,,,AMEX60DDU001010078::MSTRG.1811
,,,AMEX60DDU001010079::MSTRG.1812
,,,AMEX60DDU001010080::MSTRG.1813
,,,AMEX60DDU001010081::MSTRG.1814
,,,AMEX60DDU001010082::MSTRG.1815
,,,AMEX60DDU001010090::MSTRG.1816
,,,AMEX60DDU001010101::MSTRG.1819
,,,AMEX60DDU001010102::MSTRG.1820
,,,AMEX60DDU001010103::MSTRG.1821
,,,AMEX60DDU001010113::MSTRG.1822
,,,AMEX60DDU001010124::MSTRG.1824
,,,AMEX60DDU001010125::MSTRG.1825
,,,AMEX60DDU001010126::MSTRG.1826
,,,AMEX60DDU001010127::MSTRG.1827
,,,AMEX60DDU001010128::MSTRG.1828
,,,AMEX60DDU001010129::MSTRG.1829
,,,AMEX60DDU001010130::MSTRG.1830
,,,AMEX60DDU001010138::MSTRG.1832
,,,AMEX60DDU001010148::MSTRG.1835
,,,AMEX60DDU001010149::MSTRG.1836
,,,AMEX60DDU001010151::MSTRG.1838
,,,MSTRG.1839
,,,AMEX60DDU001010159::MSTRG.1840
,,,AMEX60DDU001010160::MSTRG.1841
,,,AMEX60DDU001010161::MSTRG.1842
,,,AMEX60DDU001010164::MSTRG.1844
,,,MSTRG.1845
,,,AMEX60DDU001010165::MSTRG.1846
,,,AMEX60DDU001010166::MSTRG.1847
,,,AMEX60DDU001010167::MSTRG.1848
,,,AMEX60DDU001010186::MSTRG.1849
,,,MSTRG.1850
,,,AMEX60DDU001010179::MSTRG.1851
,,,MSTRG.1852
,,,AMEX60DDU001010199::MSTRG.1853
,,,MSTRG.1854
,,,AMEX60DDU001010223::MSTRG.1856
,,,AMEX60DDU001010247::MSTRG.1857
,,,AMEX60DDU001010259::MSTRG.1859
,,,AMEX60DDU001010261::MSTRG.1861
,,,AMEX60DDU001010262::MSTRG.1862
,,,AMEX60DDU001010282::MSTRG.1867
,,,AMEX60DDU001010286::MSTRG.1869
,,,AMEX60DDU001010287::MSTRG.1870
,,,AMEX60DDU001010288::MSTRG.1871
,,,AMEX60DDU001010293::MSTRG.1873
,,,AMEX60DDU001010317::MSTRG.1876
,,,AMEX60DDU001010328::MSTRG.1881
,,,AMEX60DDU001010329::MSTRG.1882
,,,AMEX60DDU001010330::MSTRG.1883
,,,AMEX60DDU001010331::MSTRG.1884
,,,AMEX60DDU001010337::MSTRG.1887
,,,MSTRG.1888
,,,AMEX60DDU001010361::MSTRG.1889
,,,MSTRG.1890
,,,AMEX60DDU001010365::MSTRG.1891
,,,AMEX60DDU001010366::MSTRG.1892
