MTgenes,G2Mgenes,Sgenes,RMgenes
,,,AMEX60DDU001018700
,,,AMEX60DDU001018701
,,,AMEX60DDU001018702
,,,AMEX60DDU001018703
,,,AMEX60DDU001018704
,,,AMEX60DDU001018705
,,,AMEX60DDU001018706
,,,AMEX60DDU001018707
,,,AMEX60DDU001018708
,,,AMEX60DDU001018709
,,,AMEX60DDU001018710
,,,AMEX60DDU001018711
,,,AMEX60DDU001018712
,,,AMEX60DDU001018713
,,,AMEX60DDU001018714
,,,AMEX60DDU001018715
,,,AMEX60DDU001018716
,,,AMEX60DDU001018717
,,,AMEX60DDU001018718
,,,AMEX60DDU001018720
,,,AMEX60DDU001018721
,,,AMEX60DDU001018723
,,,AMEX60DDU001018725
,,,AMEX60DDU001018726
,,,AMEX60DDU001018727
,,,AMEX60DDU001018728
,,,AMEX60DDU001018729
,,,AMEX60DDU001018730
,,,AMEX60DDU001018734
,,,AMEX60DDU001018735
,,,AMEX60DDU001018738
,,,AMEX60DDU001018739
,,,AMEX60DDU001018741
,,,AMEX60DDU001018742
,,,AMEX60DDU001018743
,,,AMEX60DDU001018744
,,,AMEX60DDU001018745
,,,AMEX60DDU001018746
,,,AMEX60DDU001018747
,,,AMEX60DDU001018748
,,,AMEX60DDU001018749
,,,AMEX60DDU001018750
,,,AMEX60DDU001018752
,,,AMEX60DDU001018754
,,,AMEX60DDU001018755
,,,AMEX60DDU001018756
,,,AMEX60DDU001018758
,,,AMEX60DDU001018759
,,,AMEX60DDU001018762
,,,AMEX60DDU001018763
,,,AMEX60DDU001018764
,,,AMEX60DDU001018765
,,,AMEX60DDU001018766
,,,AMEX60DDU001018767
,,,AMEX60DDU001018768
,,,AMEX60DDU001018769
,,,AMEX60DDU001018772
,,,AMEX60DDU001018774
,,,AMEX60DDU001018775
,,,AMEX60DDU001018776
,,,AMEX60DDU001018777
,,,AMEX60DDU001018778
,,,AMEX60DDU001018779
,,,AMEX60DDU001018780
,,,AMEX60DDU001018781
,,,AMEX60DDU001018784
,,,AMEX60DDU001018785
,,,AMEX60DDU001018786
,,,AMEX60DDU001018787
,,,AMEX60DDU001018790
,,,AMEX60DDU001018791
,,,AMEX60DDU001018792
,,,AMEX60DDU001018793
,,,AMEX60DDU001018794
,,,AMEX60DDU001018796
,,,AMEX60DDU001018797
,,,AMEX60DDU001018798
,,,AMEX60DDU001018799
,,,AMEX60DDU001018800
,,,AMEX60DDU001018801
,,,AMEX60DDU001018803
,,,AMEX60DDU001018806
,,,AMEX60DDU001018807
,,,AMEX60DDU001018808
,,,AMEX60DDU001018809
,,,AMEX60DDU001018813
,,,AMEX60DDU001018815
,,,AMEX60DDU001018816
,,,AMEX60DDU001018817
,,,AMEX60DDU001018818
,,,AMEX60DDU001018820
,,,AMEX60DDU001018821
,,,AMEX60DDU001018822
,,,AMEX60DDU001018823
,,,AMEX60DDU001018824
,,,AMEX60DDU001018825
,,,AMEX60DDU001018826
,,,AMEX60DDU001018827
,,,AMEX60DDU001018833
,,,AMEX60DDU001018834
,,,AMEX60DDU001018835
,,,AMEX60DDU001018836
,,,AMEX60DDU001018840
,,,AMEX60DDU001018841
,,,AMEX60DDU001018842
,,,AMEX60DDU001018843
,,,AMEX60DDU001018844
,,,AMEX60DDU001018845
,,,AMEX60DDU001018846
,,,AMEX60DDU001018847
,,,AMEX60DDU001018851
,,,AMEX60DDU001018852
,,,AMEX60DDU001018853
,,,AMEX60DDU001018854
,,,AMEX60DDU001018855
,,,AMEX60DDU001018856
,,,AMEX60DDU001018857
,,,AMEX60DDU001018858
,,,AMEX60DDU001018861
,,,AMEX60DDU001018863
,,,RTL1::AMEX60DDU001018864
,,,AMEX60DDU001018867
,,,AMEX60DDU001018869
,,,AMEX60DDU001018870
,,,AMEX60DDU001018871
,,,AMEX60DDU001018872
,,,AMEX60DDU001018873
,,,L1TD1-LIKE::AMEX60DDU001018874
,,,AMEX60DDU001018877
,,,AMEX60DDU001018878
,,,AMEX60DDU001018879
,,,AMEX60DDU001018880
,,,AMEX60DDU001018883
,,,RTL1::AMEX60DDU001018885
,,,AMEX60DDU001018887
,,,AMEX60DDU001018889
,,,AMEX60DDU001018891
,,,AMEX60DDU001018892
,,,AMEX60DDU001018894
,,,AMEX60DDU001018895
,,,AMEX60DDU001018896
,,,AMEX60DDU001018897
,,,AMEX60DDU001018898
,,,AMEX60DDU001018903
,,,AMEX60DDU001018904
,,,AMEX60DDU001018905
,,,AMEX60DDU001018907
,,,AMEX60DDU001018908
,,,AMEX60DDU001018909
,,,AMEX60DDU001018910
,,,AMEX60DDU001018913
,,,AMEX60DDU001018914
,,,AMEX60DDU001018915
,,,AMEX60DDU001018916
,,,AMEX60DDU001018918
,,,AMEX60DDU001018919
,,,AMEX60DDU001018920
,,,AMEX60DDU001018922
,,,AMEX60DDU001018927
,,,AMEX60DDU001018928
,,,AMEX60DDU001018929
,,,AMEX60DDU001018931
,,,AMEX60DDU001018932
,,,AMEX60DDU001018933
,,,AMEX60DDU001018936
,,,AMEX60DDU001018938
,,,AMEX60DDU001018939
,,,AMEX60DDU001018941
,,,AMEX60DDU001018942
,,,AMEX60DDU001018943
,,,AMEX60DDU001018945
,,,AMEX60DDU001018947
,,,AMEX60DDU001018948
,,,AMEX60DDU001018949
,,,AMEX60DDU001018950
,,,AMEX60DDU001018952
,,,AMEX60DDU001018953
,,,AMEX60DDU001018954
,,,AMEX60DDU001018955
,,,AMEX60DDU001018956
,,,AMEX60DDU001018957
,,,AMEX60DDU001018958
,,,AMEX60DDU001018959
,,,AMEX60DDU001018960
,,,AMEX60DDU001018961
,,,AMEX60DDU001018962
,,,AMEX60DDU001018963
,,,AMEX60DDU001018964
,,,AMEX60DDU001018965
,,,AMEX60DDU001018966
,,,AMEX60DDU001018967
,,,AMEX60DDU001018968
,,,AMEX60DDU001018969
,,,AMEX60DDU001018970
,,,AMEX60DDU001018971
,,,AMEX60DDU001018972
,,,RTL1::AMEX60DDU001018973
,,,AMEX60DDU001018974
,,,AMEX60DDU001018976
,,,AMEX60DDU001018977
,,,AMEX60DDU001018980
,,,AMEX60DDU001018985
,,,AMEX60DDU001018986
,,,AMEX60DDU001018987
,,,AMEX60DDU001018988
,,,AMEX60DDU001018989
,,,AMEX60DDU001018990
,,,AMEX60DDU001018991
,,,AMEX60DDU001018992
,,,AMEX60DDU001018993
,,,AMEX60DDU001018994
,,,AMEX60DDU001018997
,,,AMEX60DDU001018998
,,,AMEX60DDU001018999
,,,AMEX60DDU001019000
,,,AMEX60DDU001019001
,,,AMEX60DDU001019003
,,,AMEX60DDU001019004
,,,AMEX60DDU001019005
,,,AMEX60DDU001019006
,,,AMEX60DDU001019007
,,,AMEX60DDU001019008
,,,AMEX60DDU001019010
,,,AMEX60DDU001019011
,,,AMEX60DDU001019012
,,,AMEX60DDU001019014
,,,AMEX60DDU001019015
,,,AMEX60DDU001019017
,,,AMEX60DDU001019018
,,,AMEX60DDU001019020
,,,AMEX60DDU001019021
,,,AMEX60DDU001019022
,,,AMEX60DDU001019023
,,,AMEX60DDU001019025
,,,AMEX60DDU001019030
,,,AMEX60DDU001019031
,,,AMEX60DDU001019032
,,,AMEX60DDU001019033
,,,AMEX60DDU001019034
,,,AMEX60DDU001019035
,,,AMEX60DDU001019036
,,,AMEX60DDU001019037
,,,AMEX60DDU001019040
,,,AMEX60DDU001019041
,,,AMEX60DDU001019042
,,,AMEX60DDU001019043
,,,AMEX60DDU001019044
,,,AMEX60DDU001019046
,,,AMEX60DDU001019049
,,,AMEX60DDU001019050
,,,AMEX60DDU001019051
,,,AMEX60DDU001019052
,,,AMEX60DDU001019054
,,,AMEX60DDU001019055
,,,AMEX60DDU001019057
,,,AMEX60DDU001019058
,,,AMEX60DDU001019059
,,,AMEX60DDU001019060
,,,AMEX60DDU001019061
,,,AMEX60DDU001019062
,,,AMEX60DDU001019063
,,,AMEX60DDU001019065
,,,AMEX60DDU001019066
,,,AMEX60DDU001019068
,,,AMEX60DDU001019069
,,,AMEX60DDU001019070
,,,AMEX60DDU001019072
,,,AMEX60DDU001019077
,,,AMEX60DDU001019078
,,,AMEX60DDU001019079
,,,AMEX60DDU001019080
,,,AMEX60DDU001019081
,,,AMEX60DDU001019082
,,,AMEX60DDU001019083
,,,AMEX60DDU001019087
,,,AMEX60DDU001019089
,,,AMEX60DDU001019090
,,,AMEX60DDU001019092
,,,AMEX60DDU001019093
,,,AMEX60DDU001019094
,,,AMEX60DDU001019095
,,,AMEX60DDU001019100
,,,AMEX60DDU001019101
,,,AMEX60DDU001019104
,,,AMEX60DDU001019105
,,,RTL1::AMEX60DDU001019106
,,,AMEX60DDU001019107
,,,AMEX60DDU001019109
,,,AMEX60DDU001019113
,,,AMEX60DDU001019115
,,,AMEX60DDU001019116
,,,AMEX60DDU001019118
,,,AMEX60DDU001019119
,,,AMEX60DDU001019123
,,,AMEX60DDU001019124
,,,AMEX60DDU001019125
,,,AMEX60DDU001019126
,,,AMEX60DDU001019127
,,,AMEX60DDU001019128
,,,AMEX60DDU001019129
,,,AMEX60DDU001019133
,,,AMEX60DDU001019135
,,,AMEX60DDU001019136
,,,AMEX60DDU001019137
,,,AMEX60DDU001019138
,,,AMEX60DDU001019139
,,,AMEX60DDU001019140
,,,AMEX60DDU001019141
,,,AMEX60DDU001019144
,,,AMEX60DDU001019147
,,,AMEX60DDU001019148
,,,AMEX60DDU001019150
,,,AMEX60DDU001019151
,,,AMEX60DDU001019152
,,,AMEX60DDU001019153
,,,AMEX60DDU001019154
,,,AMEX60DDU001019155
,,,AMEX60DDU001019156
,,,AMEX60DDU001019157
,,,AMEX60DDU001019158
,,,AMEX60DDU001019159
,,,AMEX60DDU001019160
,,,AMEX60DDU001019161
,,,AMEX60DDU001019162
,,,AMEX60DDU001019168
,,,AMEX60DDU001019169
,,,AMEX60DDU001019170
,,,AMEX60DDU001019171
,,,AMEX60DDU001019172
,,,AMEX60DDU001019173
,,,AMEX60DDU001019175
,,,AMEX60DDU001019176
,,,AMEX60DDU001019177
,,,AMEX60DDU001019179
,,,AMEX60DDU001019180
,,,AMEX60DDU001019181
,,,AMEX60DDU001019182
,,,AMEX60DDU001019183
,,,AMEX60DDU001019184
,,,AMEX60DDU001019185
,,,AMEX60DDU001019186
,,,AMEX60DDU001019187
,,,AMEX60DDU001019188
,,,AMEX60DDU001019189
,,,AMEX60DDU001019191
,,,AMEX60DDU001019194
,,,AMEX60DDU001019196
,,,AMEX60DDU001019199
,,,AMEX60DDU001019200
,,,AMEX60DDU001019201
,,,AMEX60DDU001019202
,,,AMEX60DDU001019203
,,,AMEX60DDU001019204
,,,AMEX60DDU001019205
,,,AMEX60DDU001019206
,,,AMEX60DDU001019207
,,,AMEX60DDU001019208
,,,AMEX60DDU001019213
,,,AMEX60DDU001019214
,,,AMEX60DDU001019215
,,,AMEX60DDU001019216
,,,AMEX60DDU001019217
,,,RTL8A::AMEX60DDU001019219
,,,AMEX60DDU001019223
,,,AMEX60DDU001019225
,,,AMEX60DDU001019226
,,,AMEX60DDU001019228
,,,AMEX60DDU001019229
,,,AMEX60DDU001019230
,,,AMEX60DDU001019231
,,,AMEX60DDU001019232
,,,AMEX60DDU001019233
,,,AMEX60DDU001019234
,,,AMEX60DDU001019236
,,,AMEX60DDU001019237
,,,AMEX60DDU001019239
,,,AMEX60DDU001019240
,,,AMEX60DDU001019242
,,,AMEX60DDU001019244
,,,AMEX60DDU001019246
,,,AMEX60DDU001019247
,,,AMEX60DDU001019248
,,,AMEX60DDU001019251
,,,AMEX60DDU001019253
,,,AMEX60DDU001019254
,,,AMEX60DDU001019255
,,,AMEX60DDU001019256
,,,AMEX60DDU001019257
,,,AMEX60DDU001019258
,,,AMEX60DDU001019260
,,,AMEX60DDU001019262
,,,AMEX60DDU001019263
,,,AMEX60DDU001019264
,,,AMEX60DDU001019265
,,,AMEX60DDU001019266
,,,AMEX60DDU001019267
,,,AMEX60DDU001019268
,,,AMEX60DDU001019269
,,,AMEX60DDU001019270
,,,AMEX60DDU001019271
,,,AMEX60DDU001019273
,,,AMEX60DDU001019274
,,,AMEX60DDU001019276
,,,AMEX60DDU001019282
,,,AMEX60DDU001019283
,,,AMEX60DDU001019287
,,,AMEX60DDU001019288
,,,AMEX60DDU001019289
,,,AMEX60DDU001019290
,,,AMEX60DDU001019292
,,,AMEX60DDU001019294
,,,AMEX60DDU001019295
,,,AMEX60DDU001019296
,,,AMEX60DDU001019298
,,,AMEX60DDU001019299
,,,AMEX60DDU001019300
,,,AMEX60DDU001019302
,,,AMEX60DDU001019303
,,,AMEX60DDU001019304
,,,AMEX60DDU001019305
,,,AMEX60DDU001019309
,,,AMEX60DDU001019310
,,,AMEX60DDU001019312
,,,AMEX60DDU001019313
,,,AMEX60DDU001019314
,,,AMEX60DDU001019315
,,,AMEX60DDU001019316
,,,AMEX60DDU001019317
,,,AMEX60DDU001019318
,,,AMEX60DDU001019319
,,,AMEX60DDU001019321
,,,AMEX60DDU001019323
,,,AMEX60DDU001019324
,,,AMEX60DDU001019326
,,,AMEX60DDU001019328
,,,AMEX60DDU001019329
,,,AMEX60DDU001019330
,,,AMEX60DDU001019332
,,,AMEX60DDU001019333
,,,AMEX60DDU001019334
,,,AMEX60DDU001019336
,,,AMEX60DDU001019337
,,,AMEX60DDU001019339
,,,AMEX60DDU001019341
,,,AMEX60DDU001019345
,,,AMEX60DDU001019346
,,,AMEX60DDU001019347
,,,AMEX60DDU001019348
,,,AMEX60DDU001019349
,,,AMEX60DDU001019350
,,,AMEX60DDU001019351
,,,AMEX60DDU001019352
,,,AMEX60DDU001019354
,,,AMEX60DDU001019355
,,,AMEX60DDU001019356
,,,AMEX60DDU001019357
,,,AMEX60DDU001019359
,,,AMEX60DDU001019360
,,,AMEX60DDU001019361
,,,AMEX60DDU001019362
,,,AMEX60DDU001019363
,,,AMEX60DDU001019364
,,,AMEX60DDU001019365
,,,AMEX60DDU001019367
,,,AMEX60DDU001019368
,,,AMEX60DDU001019369
,,,AMEX60DDU001019371
,,,AMEX60DDU001019372
,,,AMEX60DDU001019373
,,,AMEX60DDU001019374
,,,AMEX60DDU001019375
,,,AMEX60DDU001019376
,,,AMEX60DDU001019378
,,,AMEX60DDU001019379
,,,AMEX60DDU001019380
,,,AMEX60DDU001019383
,,,AMEX60DDU001019384
,,,AMEX60DDU001019386
,,,AMEX60DDU001019388
,,,AMEX60DDU001019391
,,,AMEX60DDU001019392
,,,AMEX60DDU001019393
,,,AMEX60DDU001019394
,,,AMEX60DDU001019397
,,,AMEX60DDU001019398
,,,AMEX60DDU001019399
,,,AMEX60DDU001019400
,,,AMEX60DDU001019401
,,,AMEX60DDU001019403
,,,AMEX60DDU001019404
,,,AMEX60DDU001019405
,,,AMEX60DDU001019407
,,,AMEX60DDU001019408
,,,AMEX60DDU001019411
,,,AMEX60DDU001019412
,,,AMEX60DDU001019413
,,,AMEX60DDU001019418
,,,AMEX60DDU001019419
,,,AMEX60DDU001019421
,,,AMEX60DDU001019423
,,,AMEX60DDU001019424
,,,AMEX60DDU001019426
,,,AMEX60DDU001019427
,,,AMEX60DDU001019429
,,,AMEX60DDU001019432
,,,AMEX60DDU001019434
,,,AMEX60DDU001019436
,,,AMEX60DDU001019437
,,,RTL1::AMEX60DDU001019439
,,,AMEX60DDU001019440
,,,AMEX60DDU001019441
,,,AMEX60DDU001019442
,,,AMEX60DDU001019444
,,,AMEX60DDU001019445
,,,AMEX60DDU001019446
,,,AMEX60DDU001019449
,,,AMEX60DDU001019450
,,,AMEX60DDU001019451
,,,AMEX60DDU001019452
,,,AMEX60DDU001019454
,,,AMEX60DDU001019456
,,,AMEX60DDU001019457
,,,AMEX60DDU001019458
,,,AMEX60DDU001019459
,,,AMEX60DDU001019460
,,,AMEX60DDU001019461
,,,AMEX60DDU001019463
,,,AMEX60DDU001019465
,,,AMEX60DDU001019466
,,,AMEX60DDU001019467
,,,AMEX60DDU001019471
,,,AMEX60DDU001019476
,,,AMEX60DDU001019477
,,,AMEX60DDU001019478
,,,AMEX60DDU001019479
,,,AMEX60DDU001019481
,,,AMEX60DDU001019483
,,,AMEX60DDU001019484
,,,AMEX60DDU001019485
,,,AMEX60DDU001019486
,,,AMEX60DDU001019489
,,,AMEX60DDU001019490
,,,AMEX60DDU001019491
,,,AMEX60DDU001019492
,,,AMEX60DDU001019493
,,,AMEX60DDU001019495
,,,AMEX60DDU001019496
,,,AMEX60DDU001019497
,,,AMEX60DDU001019499
,,,AMEX60DDU001019503
,,,AMEX60DDU001019504
,,,AMEX60DDU001019505
,,,AMEX60DDU001019506
,,,AMEX60DDU001019507
,,,AMEX60DDU001019508
,,,AMEX60DDU001019510
,,,AMEX60DDU001019511
,,,AMEX60DDU001019512
,,,AMEX60DDU001019513
,,,AMEX60DDU001019517
,,,AMEX60DDU001019518
,,,AMEX60DDU001019519
,,,AMEX60DDU001019520
,,,AMEX60DDU001019521
,,,AMEX60DDU001019522
,,,AMEX60DDU001019524
,,,AMEX60DDU001019525
,,,AMEX60DDU001019526
,,,AMEX60DDU001019528
,,,AMEX60DDU001019529
,,,AMEX60DDU001019530
,,,AMEX60DDU001019531
,,,AMEX60DDU001019532
,,,AMEX60DDU001019533
,,,AMEX60DDU001019536
,,,AMEX60DDU001019537
,,,AMEX60DDU001019539
,,,AMEX60DDU001019541
,,,AMEX60DDU001019542
,,,AMEX60DDU001019544
,,,AMEX60DDU001019545
,,,AMEX60DDU001019547
,,,AMEX60DDU001019548
,,,AMEX60DDU001019550
,,,AMEX60DDU001019554
,,,AMEX60DDU001019555
,,,AMEX60DDU001019556
,,,AMEX60DDU001019558
,,,AMEX60DDU001019559
,,,AMEX60DDU001019560
,,,AMEX60DDU001019562
,,,GIN1::AMEX60DDU001019563
,,,AMEX60DDU001019564
,,,AMEX60DDU001019565
,,,AMEX60DDU001019567
,,,AMEX60DDU001019568
,,,AMEX60DDU001019569
,,,AMEX60DDU001019570
,,,AMEX60DDU001019571
,,,AMEX60DDU001019572
,,,AMEX60DDU001019575
,,,AMEX60DDU001019580
,,,AMEX60DDU001019581
,,,PEG10::AMEX60DDU001019583
,,,AMEX60DDU001019584
,,,AMEX60DDU001019585
,,,AMEX60DDU001019586
,,,AMEX60DDU001019588
,,,AMEX60DDU001019589
,,,L1TD1::AMEX60DDU001019592
,,,AMEX60DDU001019595
,,,AMEX60DDU001019597
,,,AMEX60DDU001019600
,,,AMEX60DDU001019601
,,,AMEX60DDU001019602
,,,AMEX60DDU001019603
,,,AMEX60DDU001019604
,,,AMEX60DDU001019605
,,,AMEX60DDU001019607
,,,AMEX60DDU001019608
,,,AMEX60DDU001019609
,,,AMEX60DDU001019610
,,,AMEX60DDU001019611
,,,AMEX60DDU001019612
,,,AMEX60DDU001019613
,,,AMEX60DDU001019615
,,,AMEX60DDU001019616
,,,AMEX60DDU001019618
,,,AMEX60DDU001019621
,,,AMEX60DDU001019622
,,,AMEX60DDU001019623
,,,AMEX60DDU001019624
,,,AMEX60DDU001019625
,,,AMEX60DDU001019629
,,,AMEX60DDU001019632
,,,AMEX60DDU001019633
,,,AMEX60DDU001019635
,,,AMEX60DDU001019637
,,,AMEX60DDU001019638
,,,AMEX60DDU001019639
,,,AMEX60DDU001019641
,,,AMEX60DDU001019642
,,,AMEX60DDU001019646
,,,AMEX60DDU001019647
,,,AMEX60DDU001019649
,,,AMEX60DDU001019650
,,,AMEX60DDU001019651
,,,AMEX60DDU001019655
,,,AMEX60DDU001019656
,,,AMEX60DDU001019659
,,,AMEX60DDU001019661
,,,AMEX60DDU001019662
,,,AMEX60DDU001019663
,,,AMEX60DDU001019664
,,,AMEX60DDU001019665
,,,AMEX60DDU001019667
,,,AMEX60DDU001019668
,,,AMEX60DDU001019669
,,,AMEX60DDU001019671
,,,AMEX60DDU001019672
,,,AMEX60DDU001019673
,,,AMEX60DDU001019674
,,,AMEX60DDU001019675
,,,AMEX60DDU001019676
,,,AMEX60DDU001019682
,,,AMEX60DDU001019683
,,,AMEX60DDU001019684
,,,AMEX60DDU001019685
,,,AMEX60DDU001019686
,,,AMEX60DDU001019687
,,,AMEX60DDU001019689
,,,AMEX60DDU001019692
,,,AMEX60DDU001019693
,,,AMEX60DDU001019694
,,,AMEX60DDU001019695
,,,AMEX60DDU001019696
,,,AMEX60DDU001019697
,,,AMEX60DDU001019698
,,,AMEX60DDU001019702
,,,AMEX60DDU001019703
,,,AMEX60DDU001019704
,,,AMEX60DDU001019705
,,,AMEX60DDU001019706
,,,AMEX60DDU001019707
,,,AMEX60DDU001019708
,,,AMEX60DDU001019709
,,,AMEX60DDU001019710
,,,AMEX60DDU001019714
,,,AMEX60DDU001019715
,,,AMEX60DDU001019716
,,,AMEX60DDU001019717
,,,AMEX60DDU001019718
,,,AMEX60DDU001019720
,,,AMEX60DDU001019721
,,,AMEX60DDU001019723
,,,AMEX60DDU001019724
,,,AMEX60DDU001019725
,,,AMEX60DDU001019726
,,,AMEX60DDU001019727
,,,AMEX60DDU001019728
,,,AMEX60DDU001019730
,,,AMEX60DDU001019731
,,,AMEX60DDU001019732
,,,AMEX60DDU001019737
,,,AMEX60DDU001019739
,,,AMEX60DDU001019740
,,,AMEX60DDU001019741
,,,AMEX60DDU001019742
,,,AMEX60DDU001019743
,,,AMEX60DDU001019744
,,,AMEX60DDU001019745
,,,AMEX60DDU001019746
,,,AMEX60DDU001019748
,,,AMEX60DDU001019750
,,,AMEX60DDU001019751
,,,AMEX60DDU001019752
,,,AMEX60DDU001019753
,,,AMEX60DDU001019754
,,,AMEX60DDU001019755
,,,AMEX60DDU001019756
,,,AMEX60DDU001019757
,,,AMEX60DDU001019758
,,,AMEX60DDU001019759
,,,AMEX60DDU001019760
,,,AMEX60DDU001019761
,,,AMEX60DDU001019762
,,,AMEX60DDU001019764
,,,AMEX60DDU001019765
,,,AMEX60DDU001019766
,,,AMEX60DDU001019767
,,,AMEX60DDU001019768
,,,AMEX60DDU001019769
,,,AMEX60DDU001019771
,,,AMEX60DDU001019772
,,,AMEX60DDU001019773
,,,AMEX60DDU001019775
,,,AMEX60DDU001019776
,,,AMEX60DDU001019777
,,,AMEX60DDU001019778
,,,AMEX60DDU001019779
,,,AMEX60DDU001019780
,,,AMEX60DDU001019781
,,,AMEX60DDU001019782
,,,AMEX60DDU001019783
,,,AMEX60DDU001019784
,,,AMEX60DDU001019785
,,,AMEX60DDU001019787
,,,AMEX60DDU001019788
,,,AMEX60DDU001019789
,,,AMEX60DDU001019791
,,,AMEX60DDU001019792
,,,AMEX60DDU001019793
,,,AMEX60DDU001019794
,,,AMEX60DDU001019795
,,,AMEX60DDU001019796
,,,AMEX60DDU001019797
,,,AMEX60DDU001019798
,,,AMEX60DDU001019799
,,,AMEX60DDU001019800
,,,AMEX60DDU001019802
,,,AMEX60DDU001019803
,,,AMEX60DDU001019805
,,,AMEX60DDU001019806
,,,AMEX60DDU001019807
,,,AMEX60DDU001019808
,,,AMEX60DDU001019810
,,,AMEX60DDU001019811
,,,AMEX60DDU001019812
,,,AMEX60DDU001019813
,,,AMEX60DDU001019814
,,,AMEX60DDU001019815
,,,AMEX60DDU001019816
,,,AMEX60DDU001019817
,,,AMEX60DDU001019818
,,,AMEX60DDU001019819
,,,AMEX60DDU001019820
,,,AMEX60DDU001019821
,,,AMEX60DDU001019823
,,,AMEX60DDU001019827
,,,AMEX60DDU001019828
,,,AMEX60DDU001019829
,,,AMEX60DDU001019833
,,,AMEX60DDU001019834
,,,AMEX60DDU001019835
,,,AMEX60DDU001019836
,,,AMEX60DDU001019838
,,,AMEX60DDU001019839
,,,AMEX60DDU001019841
,,,AMEX60DDU001019843
,,,AMEX60DDU001019844
,,,AMEX60DDU001019845
,,,AMEX60DDU001019846
,,,AMEX60DDU001019848
,,,AMEX60DDU001019849
,,,AMEX60DDU001019850
,,,AMEX60DDU001019851
,,,AMEX60DDU001019852
,,,AMEX60DDU001019853
,,,AMEX60DDU001019854
,,,AMEX60DDU001019856
,,,AMEX60DDU001019857
,,,AMEX60DDU001019858
,,,AMEX60DDU001019860
,,,AMEX60DDU001019861
,,,AMEX60DDU001019862
,,,AMEX60DDU001019863
,,,AMEX60DDU001019864
,,,AMEX60DDU001019867
,,,AMEX60DDU001019868
,,,AMEX60DDU001019869
,,,AMEX60DDU001019870
,,,AMEX60DDU001019871
,,,AMEX60DDU001019872
,,,AMEX60DDU001019875
,,,AMEX60DDU001019876
,,,AMEX60DDU001019877
,,,AMEX60DDU001019878
,,,AMEX60DDU001019879
,,,AMEX60DDU001019880
,,,AMEX60DDU001019881
,,,AMEX60DDU001019882
,,,AMEX60DDU001019883
,,,AMEX60DDU001019884
,,,AMEX60DDU001019885
,,,AMEX60DDU001019886
,,,AMEX60DDU001019889
,,,AMEX60DDU001019890
,,,AMEX60DDU001019891
,,,AMEX60DDU001019895
,,,AMEX60DDU001019897
,,,AMEX60DDU001019900
,,,AMEX60DDU001019902
,,,AMEX60DDU001019903
,,,AMEX60DDU001019904
,,,AMEX60DDU001019905
,,,AMEX60DDU001019906
,,,AMEX60DDU001019907
,,,AMEX60DDU001019908
,,,AMEX60DDU001019909
,,,AMEX60DDU001019910
,,,AMEX60DDU001019911
,,,AMEX60DDU001019914
,,,AMEX60DDU001019916
,,,AMEX60DDU001019917
,,,AMEX60DDU001019918
,,,AMEX60DDU001019920
,,,AMEX60DDU001019921
,,,AMEX60DDU001019922
,,,AMEX60DDU001019923
,,,AMEX60DDU001019924
,,,AMEX60DDU001019925
,,,AMEX60DDU001019927
,,,AMEX60DDU001019929
,,,AMEX60DDU001019930
,,,AMEX60DDU001019931
,,,AMEX60DDU001019933
,,,AMEX60DDU001019934
,,,AMEX60DDU001019935
,,,AMEX60DDU001019936
,,,AMEX60DDU001019938
,,,AMEX60DDU001019940
,,,AMEX60DDU001019941
,,,AMEX60DDU001019942
,,,AMEX60DDU001019943
,,,AMEX60DDU001019944
,,,AMEX60DDU001019946
,,,AMEX60DDU001019947
,,,AMEX60DDU001019949
,,,AMEX60DDU001019951
,,,AMEX60DDU001019952
,,,AMEX60DDU001019953
,,,AMEX60DDU001019954
,,,AMEX60DDU001019955
,,,AMEX60DDU001019956
,,,AMEX60DDU001019958
,,,AMEX60DDU001019959
,,,AMEX60DDU001019960
,,,AMEX60DDU001019961
,,,AMEX60DDU001019962
,,,AMEX60DDU001019963
,,,AMEX60DDU001019964
,,,AMEX60DDU001019965
,,,AMEX60DDU001019966
,,,AMEX60DDU001019967
,,,AMEX60DDU001019968
,,,AMEX60DDU001019970
,,,AMEX60DDU001019971
,,,AMEX60DDU001019972
,,,AMEX60DDU001019974
,,,AMEX60DDU001019975
,,,AMEX60DDU001019976
,,,AMEX60DDU001019978
,,,AMEX60DDU001019981
,,,AMEX60DDU001019982
,,,AMEX60DDU001019984
,,,AMEX60DDU001019985
,,,AMEX60DDU001019986
,,,AMEX60DDU001019989
,,,AMEX60DDU001019990
,,,AMEX60DDU001019991
,,,AMEX60DDU001019994
,,,AMEX60DDU001019995
,,,AMEX60DDU001019998
,,,AMEX60DDU001019999
,,,AMEX60DDU001020000
,,,AMEX60DDU001020001
,,,AMEX60DDU001020002
,,,AMEX60DDU001020003
,,,AMEX60DDU001020004
,,,AMEX60DDU001020007
,,,AMEX60DDU001020008
,,,AMEX60DDU001020010
,,,AMEX60DDU001020011
,,,AMEX60DDU001020012
,,,AMEX60DDU001020013
,,,AMEX60DDU001020014
,,,AMEX60DDU001020015
,,,AMEX60DDU001020016
,,,AMEX60DDU001020018
,,,AMEX60DDU001020019
,,,AMEX60DDU001020020
,,,AMEX60DDU001020021
,,,AMEX60DDU001020023
,,,AMEX60DDU001020026
,,,AMEX60DDU001020027
,,,AMEX60DDU001020028
,,,AMEX60DDU001020029
